content,sentiment
Well,positif
Kasih aku menang lah di awal season kasih tim yang bagus ya ketemu tim Netral melulu kasih menang moonton😤😤,negatif
Good game,positif
Game bikin stres. Gw kalah Mulu,negatif
Baguss,positif
Game ini sangat keren,positif
Keren,positif
Mboh darksytem,negatif
Bagus👍,positif
"PERCUMA MAIN UJUNG UJUNGNYA EPIC LAGI. GAME UDAH GAK ASIK KAWAN, PARAHNYA LAG TIBA-TIBA, PING TINGGI, DOWN SINYAL CRASS TIBA TIBA MANCET GAME PARAH MAKIN UPDATE MAKIN BURUK. JADI KALIAN YANG MAU MAIN GAME INI MENDING UNINSTALL. HIDUPMU AKAN BAIK BAIK JIKA TIDAK MAIN GAME INI.. ..UNINSTALL...",negatif
Game lawak,positif
Permainan bagus,positif
Gw suka,positif
bagus,positif
Nice game,positif
syukakkk🫰🫰🫰,positif
"Sebenarnya game mobanya udah bagus, cuman sistem matchmakingny itu loh, kdng sy dpt tim yg g ngerti main sedangkan lawan jago kago semua itu aja sih kurangnya",negatif
Kasih temen yg jago lah kalah mulu males tim beban males,negatif
game yang bagus,positif
Banyak botnya,negatif
Bleh boleh,positif
"Bosok, lawan nya ga seimbang masa tim nya bot musuh nya penjoki tolol game ga bisa milih in lawan buat player yang baru main karna sering kalah males lah main ni game Petot",positif
Mantap,positif
Game nya baguss bangettt,positif
magic chess dibikinin aplikasi nya dong secara terpisah. ramai lah ituu yang maen,negatif
Tambahkan fitur yang menarik,positif
Kenapa yaa jaringan nya selalu merah padahal di apk lain bisa tuh,positif
banyak pemain yang suka ngetrol tapi game nya bagus dan keren ya tapi gitulah pemain nya kadang suka aneh,negatif
Malesin ahh update mulu,negatif
Lumayan bagus game nya,positif
Good banget,positif
Aneh,negatif
"Walaupun sering emosional krna dapat tim yang egois,beban,dark,bodoh,tolol, main poke. Tapi saya tidak akan pernah membuang game ini. Krna hanya game ini temanku,pengisi kekosongan walaupun tiap hari kosong. Terimakasih sudah menemani sejauh ini. #soloplay #mentok glory #otw imortal",positif
Karena disuruh Paham🖐️,positif
Ml gua kok bisa iklan,negatif
"tolong perbaiki matchmaking, agar adil seadil-adilnya",positif
keren,positif
Okewe,positif
Good,positif
game kikir dan plagiat,positif
game nya bagus,positif
Bagus makasih skin grtaisx,positif
bagus tapi main kalah Mulu bukan aku yg terlalu bot tapi tim nya banyak drak sistem seperti mage dua mm dua dll,negatif
Bagus,positif
Gem sangat bagus,positif
game keren,positif
Sangat bagus tpi event nya adain yang gratis,positif
game yang sangat indah,positif
Game nya mengibur.. apalagi kalau sudah profesional.. terima kasih ML,positif
good game,positif
Game nya makin banyak dark system dan makin susah menang dan moonton makin kikir,negatif
okke,positif
Mantap!!!,positif
Ml jelek gua kalah trs,positif
mending main hok disana heronya bagus ga banyak dark sistem lagi,negatif
Good Game,positif
Bagus dan mantap,positif
Bug pada layar kepotong asu,negatif
Sangat bagus,positif
puas sekali,positif
Good,positif
Game nya bagus saya suka,positif
Bagus,positif
"Makin di update makin gak jelas, percuma bagi-bagi skin gratis juga kalo kenyamanan bermain tidak di perhatikan. Ping tinggi saat tim fight, frame parah saat lord menyerang, Padahal jaringan bagus. Apakah kami pengguna ponsel dengan spesifikasi menengah harus memaksakan diri membeli ponsel bagus? 😒 Utamakan kenyamanan bermain, bukan event event dan event. Masih mending kalo bisa dapet skin, lah ini event nya skin gratis, tp begitu di gaca dapet nya pragment. 😤 Game parah",negatif
Moonton tidak terlalu kikir lagi,positif
Bagus,positif
hawuk dek,positif
"Bang monnton lasih lah lawan yang imbang kadang"" main rang tiba""nabrak pro pleyer tolong kasih lawan yang imbang",positif
terbaik,positif
Game ya ngak support aku jadi proplayer,negatif
Baik dan bagus,positif
Bagusss,positif
Game derak sistem,negatif
Masih Banyak Bug Nya Apalagi Kalau Main Magic Chess Gabisa On Mic,positif
Manrab,positif
Game ini seru dan tidak membuat emosi,positif
Mantap,positif
Kasih dark sistem trus bikin stresss,positif
bagus,positif
ml burik,positif
Game dari kecil dlu akumain,positif
game bagus,positif
Memberi pengalaman yang sangat baik,positif
Seru,positif
Gamenya seru banget,positif
Kenapa saya nggak bisa masuk di ML Loading mulu....!!!! Dulu ML nggak begini.,positif
"Mohon dark sistem nya di perbaiki lagi ,nanti saya kasih 🌟 5",positif
Moonton kikir,negatif
Bagus,positif
Good,positif
Mantap,positif
Mantap,positif
"Match making masih sering tidak seimbang, tim lawan selalu diuntungkan,",negatif
Mantap jos,positif
Geme ny bagus,positif
Bagus,positif
Banyakin skin gratis nya dong,positif
Seruu bangett,positif
Dari sistem mulu,negatif
Jembut,positif
Game yang bagus,positif
"monton ppk,ngapa gw d kasih angela aspi mmk,gw mau pani kek layla kek,atau ga ruby,ini dpet angela vvk",positif
"saya terkendala susah ganti akun via Facebook, mohon bantuannya nya, biasanya ganti akun lewat Facebook langsung masuk apk Facebook nya, ini malah masuk nya di google chrome",positif
Game ampas pertandingan ga sesuai sama harapan,negatif
Sangat suka game paling keren,positif
Play store hapus aja nih game gw udah muak gw dikasih kalah mulu ga pernah menang hapus aja gw udah muak Ama nih game,negatif
Ml nih bos,positif
Keren,positif
🕳,positif
"Game ny bagus , perbanyak skin gratis hehehheh",positif
keren,positif
Mantap,positif
SKIBIDI MEWING,positif
good game,positif
mantap,positif
Ngasih tim gabener,negatif
Game nya bagus kenapa Soyu di kluarin nggak suka gw,positif
Banyak joki anjirrt,positif
B aja,positif
kesel turun rank terus! gak suka ada season!!!! sangat kecewa jadi males main lagi. hapus aja,negatif
Games nya seru,positif
Butuh dm,positif
okeee siipppp,positif
Utamakan skin tapi ya montoon,positif
Benerin match nya,positif
Ga pernah gagal,positif
game gg,positif
mantap,positif
Ml konto masak paket game gk bisa main malah ngurang skor kredit nya aneh bgt sumph,positif
Game bagus,positif
Seruu bet!!!,positif
Jooz,positif
udahh 5 thn main mail mobile legend belum bosan jgaa,positif
Keren monntoon,positif
Game keren,positif
Good,positif
Apalah moonton gua main loh di ban 5 menit alasannya di bilang afk lucu,negatif
Gamenya sangat ramah untuk anak anak🥰🥰. Disini kita bisa mengenal satwa liar dan suku yang ada di Indonesia!!. Download sekarang juga karna kita bisa mendapatkan ilmu dan mengulangi kesalahan yang kita dapatkan didunia!!!,positif
GAME TOLOL GAJELAS BANYAK MASALAH TOLOL MONTOON DARK SISTEM,positif
👍,positif
Game buriqqqq,negatif
Mantap,positif
"why fit play in the waiting area before entering the arena gk can enter meulang continue, this happened there pas application modification please his help",negatif
Animasinya lambat kali anjg,positif
Moba terbaik,positif
Bagi skin legend gratis min,positif
Game nya bagus. Cocok untuk mengisi waktu luang,positif
banyak dark sistem,positif
Sangat keremnnnn,positif
Perbaiki lagi sistem tim,positif
keren,positif
Game bagus,positif
Good,positif
FULL TOXIC,negatif
MOONTON BUATIN EVENT RAMADAN 2025,positif
Game nya buruk banget gak usah main dah ni game buruk banget kalau kamu main kata gua jangan dah game nya buruk,negatif
Game ny seru banget,positif
Bagus game jos,positif
"Good game,",positif
Bagus,positif
Game terseru,positif
Semoga Makin Maju dan berkembang 👍,positif
gile banget,positif
Gem kont**,positif
Aku raja carry,positif
Keren,positif
Game ini sangat seruu!!!,positif
Bagus,positif
Gamenya begus banget tetapi kasih skin gratis yang bagus dan tidak pakai syarat dan diamond dan kententuan paham Hhhhhh Gotri,positif
"Monton tolong kalau mau main ada peraturan jaringan,kalau lag ga boleh main,masa setiap rank ketemu tim yang leg tolonglah..............................(SAYA CAPE DAPAT TIM BADUT),pas war lag pas mati lancar NICE,banyak yang trol blok",negatif
Mantap main supaya ga stress,positif
Event diamon ditiktok balikin dong,positif
game bagus tolong jangan kasih saya darksistem🙏🙏,positif
"Lanjutkan,dan terus berkembang",positif
"game ampas, makin update makin ngelag",negatif
😁,positif
opsional,positif
Usahakanlah tidak ada bot,positif
Kren bngt,positif
Bagus bangetttt,positif
Mantap,positif
"Woi kalo ngasih tim yang bagus apa pas maunya naik rank malah di turunin dikasih tim tolol gw hapus lama"" ni game pindah HOK aja gw puqi",negatif
Keren,positif
"Game yg sangat bagus,,, lagi pula ini game yg telah menemani dari,, awal, sampe saat ini,, saya masih suka dngn game ini,,, tpi masalah loby skrng bagusan yg dulu,,,,makasih papi moonton udah ngasih skin epic gratis,, ini sangat berguna untuk, player gratisan,,, hbd,, mlbb ke 8😁😁😁",positif
Mantap,positif
Keren,positif
Sangat bagus game nya dan juga nikmat game nya,positif
TYDACK JELAS,positif
Ntahlah,negatif
Terlalu banyak diberi tim yang tak bisa main dan lawan yang tak sebanding.,positif
Game jelek banyak yang gak bisa maen👎,negatif
seru,positif
Moonton ngk jelas kasih tim fider mulu,positif
Mantap,positif
moonton plis jangan kasih gua dark sistem cape gua moonton,positif
Gg sih ni game,positif
Semoga Kominfo memblokir game ini karena game ini hampir merusak mental sy,negatif
Dark sistem,negatif
Game aneh banyak dark system,negatif
Good,positif
Gemanya seru banget,positif
memiliki pengalaman yang buruk karena sering kalah,positif
Ayo download mobil legend bang bang,positif
Good game,positif
Guuud,positif
"dapat musuh jago sedangkan tim gw kek orang gabisa main, gak seimbang",negatif
Keren,positif
Seru,positif
Gamenya sangat memuaskan,positif
Bagus,positif
Ok,positif
Bolone gak penak,positif
Good,positif
Game babi,negatif
Perbaiki sistem matchmaking,negatif
sangat bagus dan menantang,positif
Keren,positif
Wow,positif
Yang kurang dari mobile legends draft pick nya yg gk seimbang,positif
Lebur,positif
Pengalaman bermain sangat buruk,positif
game kontol,positif
bagus,positif
"ganti akun aj susah bener, mana sering bag",negatif
bagus,positif
Game nya seru dan menyenangkan tapi tidak saat terkena dark sistem,positif
Gamenya sangat bagus tapi musuh dan tim performanya tidak sama seperti lebih pro,positif
Bagu banget,positif
Puas mantap,positif
"Mantap, good",positif
Bgus. Dn bagus,positif
Sangat baguss,positif
Mantapp,positif
Saya suka dengan game ini tidak membosankan,positif
Seru,positif
Sangat menyenangkan dan menarik perhatian saya,positif
drak sistem semua su,negatif
Karena seruuu,positif
Game keren,positif
Jelek burik lebih baik ff,negatif
"Awalnya saya kirain hp saya yg bermasalah karna dulu saya pakai hp Oppo a54 yg ram 4 yg chipset mediatek dan saya sudah ganti hp baru yg ramnya lumayan lah buat kalangan kita orang susah ngak banyak cuman ram 8 chipset nya Snapdragon tapi untuk jaringan sering sekali delai dan patah patah pdhl udah pake grafik standar sinyal ping 15/40 tapi kok pass di ingamee kayak berat dan jaringan berubah drastis oh ya buat skin dan event di apk ini menarik dan hiro"" unik dan dapat di pahami smg Lbh baik lgi",positif
Game tolol jangan sampe main gua udah hapus,negatif
bagus game nya,positif
Wow,positif
Woow,positif
game ny bagus,positif
Game nya seru parah,positif
"Keren, lebih banyak lagi dalam mengadakan event gratis",positif
game sugoi,positif
okey,positif
good,positif
Franko sekin aldos sekin cow sekin,positif
Haaaa aku kasih bintang 2 karena pas di lobby leg pas main jaringan hijau tapi patah patah leg parah. Ini bug jaringan atau apa tolong di perbaiki yah moonton,negatif
Buruk,negatif
tolong dong di rank epik di kurangin drak sistem nya dong montob,positif
Enak gembnya bisa main duel,positif
dancok Los treak ae mesti arep munggah neng epik ae rai so asu kok muntun dancooooooooook,negatif
dark sistem,positif
Gamenya udah bagus tapi kenapa masih banyak dark sistem jaringan juga kadang ngk bagus pas main,positif
game bagus ngga bikin bosen,positif
Bagus,positif
Mantap leee,positif
player yg rada',positif
Game gw dari 2017.,positif
Bertarung,positif
Ok,positif
Mantab,positif
Perbanyakan light sistem nya ya min,positif
Lebih bagus dari pada hok,positif
Kurangi beban memory trlalu berat main nya,positif
Sangat bagus,positif
okee,positif
mls ah d kasi tim dark sistem trs😠😠,negatif
bagus juga ni game,positif
𝐏𝐨𝐤𝐨𝐤 𝐞 𝐥𝐞𝐛𝐢𝐡 𝐛𝐚𝐠𝐮𝐬 𝐝𝐚𝐫𝐢 𝐡𝐨𝐤,positif
"akun ku setiap main kalah terusss pusing aku,ketemu tim gak becus smua ayolah moonton beri aku tim yang setara 🙏🙏🙏",negatif
bikin naik mood cihuuy,positif
Keren yoi,positif
"Parah dapat musuh yang selalu kompak dan jago sedangkan tim sendiri badut kacau moonton sekarang, kecewa lah",positif
Game nya bagus selamat ulang tahun ke 8 mobile legend,positif
Setelah upgret kendala masih d sinyal..,positif
game ini bagus mantap gg,positif
Game nya Buriq!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Tapi boong game nya itu bagush,positif
B aja,positif
Keren,positif
Kasih gw tim yg bagus,positif
game sangat baik untuk ber senang-senang,positif
Hero yang baru bagus apa lagi kesultanya bagus,positif
Good Game,positif
"Woy moonton jangan duit aja dicari ,terutama magic chess perbaiki lag dan patah2 ketika slot Hero 9/10",negatif
"-sering ketemu dark sistem , +bisa dapet skin gratis",negatif
😀,positif
Game ngetrol tim lol musuh rrq asu Cen game,negatif
"Moonton tolong kalo pas main kasih team yang bagus, jangan yang POKE",positif
"Jam 1125 tadi saat main mau menang kok tiba2 sinyal wifi saya putus, padahal wifi masih menyala, terus waktu mau nyerang musih kok tiba2 ngelag, padahal pingnya 19, pokok game aneh ini dh males main aku",negatif
"Saya suka,tapi saya dapat darksistem Mulu😡😡 plis lah moonton Jangan sering kasih aku dark sistem",negatif
goddd gameee.,positif
good,positif
Game bikin stres,positif
Der,positif
semoga ga ada darksistem lagi,positif
Game yang sangat ramah,positif
good,positif
"Sekarang kecewa sama moonton kenapa game nya jadi gini y,, Makin kesini² kok makin beda y, nerusin download an ajj jadi nggk bisa, padahal udah update tapi nerusin update yang belum selesai nya nggk bisa",positif
Drak sistem nya gg bangett ya,positif
Ngasih tim nya gk ngotak,positif
Game seru,positif
madep,positif
Great game,positif
Mantap,positif
Good,positif
jadiin gw top global argus,positif
Game terbaik,positif
"Kurang kurangi kikirnya ya, seperti ini sudah bagus",negatif
Teman saat sedih,positif
game yang sangat seru dan baguss,positif
Kenapa besar kali size nyaa😭,positif
Bagus,positif
Game keren,positif
mantab,positif
Segini aja soalnya kalo sepin sepin bocos terus,positif
Game bagus,positif
cukupp okk game ny okk lahh,positif
Baagguuusssss Banget wellllll,positif
Bagus,positif
Gem ini seru banget,positif
game untuk menguji kesabaran,positif
Pokoknya game yang ini Dari dulu sampai sekarang masih game MOBA paling seru,positif
bagus,positif
"Gamenya, Grafiknya, Heronya, Skinnya, Efek Skinnya, Recallnya, Skin Collabnya Bagus!! Pokoknya Gk Ada Yg Kurang Dah!.",positif
Sangat menyenangkan,positif
Keren,positif
Aneh sama sistem monton ni misal kalah mines 10 klo menang naik 9 aja padahal mvp gak coklat,positif
mantap banget,positif
Selama saya memainkan game ini saya selalu mendapatkan untuk untuk setiap ada perlombaan,positif
mantap,positif
Game nya seru,positif
Bagus,positif
Pertandingan kurang adil,negatif
game seru,positif
"Game burikkkkk, awal season di kasi dark sistem",negatif
"Game sudah bagus,tapi tolong sinyal nya agak di perbaiki kadang ngelag padahal ijo sinyalnya",positif
game nya seru banget dan hero nya banyak dan juga grafiknya bagus efeknya juga.tapi suka ngelag tapi aku suka.jadi bisa mabar sama teman teman saya pokoknya seru😀,positif
moonton baik,positif
Jangan bilang lut gem jelek sekali Mau kasih bintang 00000 tapi sidak bisa,negatif
menyenangkan,positif
Good game,positif
Bagus,positif
Ya game bagus tapi rada ngeselin klo udh di kasih timnya dark sistem mulu,positif
Kaciw,positif
"game ini sangat bagus saya menyukainya,dengan kata lain,game ini adalah game moba terbaik bagi saya",positif
Patch stuck,positif
"Semoga makin jaya, kalo bisa akun² dark system yg winratenya dibawah 50% jangan sampe masuk ke server hard ya... Kita user roam cape bilanginnya🥴",positif
Keren,positif
Game bagus walau sedikit buat stres klo lose streak,positif
Mantap,positif
Jos,positif
Sangat baik,positif
Permainan yang sangat mendunia,positif
ml ini jelek saya gak suka,negatif
Lawan nya gak setara tolol,negatif
Game bagus,positif
Mantap,positif
good,positif
Mantap paths baru,positif
Sangat gacor,positif
Saya menyukai game ini 👍👍,positif
Good,positif
Ok,positif
Game bagus cuman hp ram 4 udah ga enak patah patah,positif
Monton anj beban piatu gblk di kasih kalah Mulu anj game burik mending honor of king lebih bagus burik burik hahahahaahaha bagusan HOK ml mana ada apaa apa,negatif
penuh dark system,positif
Good game,positif
MINIMAL KASIH TIM YANG JELAS LU KASIH TIM HYPER NANA NGOTAK BLOG.,negatif
Bagus banget,positif
Cakep,positif
Seru gamenya,positif
Bagus gamenya monton (kasih ws bang),positif
Tolong diperbaiki match macking nya tolol,positif
game ini sangat baik,positif
Sangat menarik,positif
Permainan yg sngt baik,positif
Sangat bagus,positif
ga wajar moonton dpt tim nya jokisn mulu snj darksystem,negatif
bagus game nya ramah,positif
Game drak sistem,negatif
"Bagus sih, tapi setiap main selalu gak bergerak",positif
Mantap,positif
Oke,positif
Gamenya oke,positif
bguss,positif
The best,positif
keren,positif
Mantap,positif
game sangat seru dimain kan,positif
Terbaik,positif
Cuma geme ini yang bikin emosi meledak²,positif
Luar biasa,positif
"Aku kasih bintang lima nih,tapi jangan kikir",positif
"min adain fitur maju mundurin replay dong min, biar kalo mau record gameplay gampangggg pls min , kurangi juga dark system",positif
asik bgt kdng ngeselin,positif
"seru bgtt , game ini bisa menghilangkan stres ya adik""",positif
Sangat bagus,positif
Lumayan seru buat ngisi waktu luang Game yang sangat seru,positif
Plis montoon kurangi download data yang besar hp saya cuman ram 2/64 gb Lag parahhh,negatif
mantap,positif
👍,positif
mantapp,positif
Sangat drak sistem,positif
Bagus buat tempat pelampiasan,positif
bagusss,positif
"Nyesel sih waktu itu kasih bintang 5 ini game nyari in tim sama musuh yang ga seimbang, saran gw mending main hok aja gw juga sekarang main hok, ping hok lebih stabil,tim sama musuh imbang jadi main nya seru banget soal nya imbang,ga pilih kasih lagi moonton mentang² tim esport lain bikin divisi hok ga di buattin recal bjir lah pilih kasih bet, rating hok aja lebih tinggi",negatif
kebanyakan dark sistem,positif
Sangat keren,positif
Good,positif
Beri saya team yang bisa menggendong saya ke mythic,positif
waw,positif
Sistem game tidak adil tim musuh yang main g ngotak giliran tim gw aja gaje semua yang main,negatif
gamenya seru tapi kurangin dark sistemnya ya muntun,positif
Mungkin hari ini trakhir main ml cape,negatif
👍,positif
Tol,positif
game yg very good,positif
Versi lama,positif
Sangat cocok untuk Anda main buat mengisikan luang,positif
game nya sangat seru dan menarik,positif
Bagus game nya,positif
bisa untuk.hiburan,positif
anjg,positif
Keren,negatif
sangat seru,negatif
Gg geming,positif
Good,positif
Ok,positif
"Jadi makin gk seru gamenya, gak seimbang permainannya aku hapus z.. n jaringannya jg makin jelek... kl z ad bintang nol Q kasih bintang Nol.. kecewa bngtt.. AYO PADA PINDAH KE GAME ""HONOR OF KING""..",negatif
Ya begitu lah,positif
game yang sangat bagus,positif
dasar gem buru celasik aja gabisa woy ini gem harus diri por🤬👊,negatif
GOOOD,positif
Game ini bagus seru,positif
Seru,positif
Kurangin player dark sistem nya min,positif
Main mulai season 1 tetap menyenangkan,positif
asekkk,positif
game gg,positif
keren,positif
Ya lebih ditingkatkan lagi masalah lag jaringannya,positif
kasih tim yang waras dong moonton,negatif
Plagiat,negatif
Nicee,positif
Lebih bagus HOK gak banyak dari sistem nya,negatif
Good,negatif
"gw hapus aja ini game,untuk ram 3 masak tiap main nge freezz mulu,kalau ga keluar sendiri,di HOK ram 3 aman aman aja,ml makin lama makin aneh",negatif
Nice,positif
Sdah tdk bagus moonton bnyak pake joki,negatif
Moonton kasih dark sistem yang banyak amin,positif
Bagus,positif
B aja,negatif
bagus coy,positif
Tim kaya babi,negatif
Tolong di bn aja akun deraksitem ya ada di ml,positif
Ok,positif
Gud,positif
Sinyal ny bikin stres ngelag terus padahal bagus sinyal hp nya loh,negatif
Kerenn,positif
mantap,positif
Biarlah bintang yang menjelaskan,positif
Bagus game nya,positif
Game bagus,positif
Game burik gua kena dark sistem mulu historis ml ku full lose streack burik mending HOK,negatif
kelass,positif
mantap,positif
game nya bagus,positif
aku hitam,positif
👍🏻,positif
Sangat baik.ketika ada event 90 persen mendapatkan skin utama,positif
kasih tim yg waras lah muntun,negatif
kalo ngasih dark system yang bener ajalah. masa mau mitik langsung dikasih dark system 5 kali lagi. ga ada yang mau main ml kalo gini trus moonton kntl,negatif
gme nya sru,positif
Mntap,positif
Benerin tuh server ngelek mulu. Klo gini terus pindah hok aja,negatif
mantap,positif
Keren,positif
Grafik sangat bagus,positif
sangat seru,positif
Gamenya bagus,positif
Asik uyy,positif
Gam taiiii banyak binatang,negatif
Gacorr wakk,positif
🫶🏻🫶🏻,positif
Matching ga jelas ga seimbang,positif
Bagus tingkatkan lagi hukuman yang afk ya,positif
Gen bagus,positif
Good game,positif
Myulll,positif
Good,positif
nice game,positif
Gamenya bagus playernya juga ramah ramah,positif
Game yang sangat menantang dan grafik ynag bagus,positif
Ok,positif
Bagus,positif
Aku sangat senang dengan hasil yg aku terima,positif
Pengantar gabut,positif
Good game,positif
Gua mau nanya kenapa di pertengahan game mesti GK bisa gerak saat main mlbb to long di pertengahan baiki game buruk mu ini anj...,negatif
Enak banget gamenyaaa,negatif
keren game nya bagus,positif
makasih ayah moonton,positif
Terlalu oper power,positif
game seru cuman banyak yang rasis,negatif
bismillah imoo,positif
Game keren!!!,positif
Cukup bagus tapi jgn dari sistem lah,positif
Sangat merosahkan,positif
"Main dari 2019 , sampai sekarang masih memainkan game ini. Memang game terbaik dah !!!",positif
keren,positif
mantap,positif
Bagus,positif
Mulululi,positif
Good,positif
kece,positif
Bagus,negatif
Game seru tidak pernah membosankan banyak event dan skin baru saya sangat senang memainkan nya,positif
Wow enak tapi monton jangan sering²kasi drak sistem nya,positif
Ok,negatif
Bismillah win streak,positif
game nya sangat ramah,positif
Mantap,positif
Sayang ram nya besar,positif
Bagus gg,positif
Gimana si dapet tim bot mulu afk mau mitik ajah dpet tim lol semua moonton,positif
jelek!.,negatif
SIUUUUUU,positif
Mantap dah,positif
Bioe,positif
"Gem ini sangat lah bagus sekali aku suka main gem ini,dan juga gem ini sangat membantu membuat kekompakan tim",positif
Kenangan yang indah di masa lampau,positif
game nya seru,positif
Saran Ton Kalo ngasih Player jangan Tanggung Tanggung Bego nya,positif
Lag babi,negatif
good,positif
bnyk drak sistem,positif
Banyakin skin gratis moonton🙏🏻,positif
semakin seruu tapi kalo bisa buat aturan seperti di lobby rank sudah memilih role yg ingin dimainkan agar di dalam draftpick tidak menabrak role yg sama yg ingin kita mainkan,positif
keren abiss,positif
Sangt menghibur,positif
okee bangeett,positif
Udah Gak ramah lagi,negatif
Mantap,positif
nice 🔥,positif
Sangat baik,positif
Game nya seru,positif
Jangan di download aplikasi ini,negatif
"GAME GAJE, TOLONG UNTUK YG MASI PEMULA DI TAMBAHIN TUTORIAL BIAR GA NYUSAHIN, banyak dark sistem",positif
Gamenya bagus,positif
Geme sangat bangussss,positif
👍,positif
Mobilejen sangat goodd,positif
Wawww,positif
guggnjn vbb,positif
bagus,positif
Lumayan buat ngisi gabut,positif
Okoo,negatif
Aku suka game mlbb nya 👍 sangat menghibur 🙏,positif
this game is good,positif
🗿,positif
mantap,positif
"Moonton tolong turunkan demage nya Hero belerick yh, soalnya terlalu kuat",negatif
"Makin hari makin mntap bagi"" Skinnya",positif
kasih lebih banyak skin gratisnya muntun,positif
Montoon baik banget gasih skin gratis 🥳🥳 jadi makin semangat main,positif
ok,positif
Lumayan dapet skin gratis iya makasih moonton,positif
seru,positif
Gacor king,positif
Ahh gjlss tod,positif
Good,positif
Monton coba gh kalo ngasih musuh yang bener aja ini gw setiap maen mobile legends kalah mulu coba monton klo ngasih musuh tuh ngotak dikit di kira ga cape apa naikin rank kalah naik mulu,negatif
game Bagus,positif
Sangat menghibur,positif
kerennnnn!!,positif
Bagus menarik,positif
Gak bisa dibuka,negatif
Sangat bagus dan sangat mengasikkan sekali permainan moba ini,negatif
"Game MOBA terbaik melebihi HOK, senggol dong wkwkw.",positif
Mayan,positif
Gamenya seru,positif
Mantap,positif
banyak dark sistem,positif
Not bad,negatif
Montaon coba lah kasih tim yang GK drak sistemmonton lebih baik HOK,negatif
ini game paling bagus yang pernah ku mainin,positif
Menyenangkan dan melatih kesabaran,positif
Top,positif
Beri lawan yg seimbang,positif
Saya sangat senang dengan mobile legend dengan tambahan skin nya,positif
Game MOBA terbagus,positif
mantapp,positif
kasi keras musuh monton telaco,negatif
Game nya memang enak sih tapi aku sering kalah sering dapat (dark sistem),positif
"Game nya sangat ramah dan cocok buat anak""🗿🗿",positif
Mantap tidak bosan - bosan,positif
Tingkatkan trus,positif
Bagus gamenya,positif
Bagus banget,positif
Bagus game nya,positif
Keren,positif
Saya sangat suka game ini,positif
🗿,negatif
Saya sukaa,positif
Mantap,positif
"ngasih tim yg bener dikit, solo kek ggada benernya, mvp kalah terus",negatif
asik,negatif
Tolong hapus drak sistem nya,negatif
Good,positif
"Game yang sangad baguss, game ini mengajarkan saya tentang ketoxican sangad sangad membantu dalam kehidupan sehari-hari, kalian harus download game ini supaya masuk surga",positif
kurangin dark sistem moonton bangke,positif
Bagus,positif
"Game aneh, masa kalo gk dimainin rasa""nya hidup ada yang kurang ang ang ang",positif
Bagus bgt,positif
good game,positif
Bagus,positif
Gamenya sangat seru 🤩🤩🤩,positif
Keren ml game yang sangat bagus apalagi Hero suyou bagus parah,positif
Good,positif
good,positif
kalo ngasih tim yang bener dikit babi,negatif
Permainan yang sangat hebat,negatif
aku raja carry,positif
Sangat bagus,positif
lumayan,positif
"ADMIND ADMIND MOONTON BINATANG,MAMPUS KALIAN MANUSIA MANUSIA SAMPAH GAK GUNA.JANGAN ADA YG DOWLOAD GAME INI GAME PENIPUAN.ADMIN ADMIND MOONTON NYA PENIPU SEMUA.HATI HATI KALIAN.",negatif
"seru, tapi ada orang rasis",positif
👍,positif
Game rusak selalu dikasih tim dark system,negatif
Gamenya keren,positif
Good jobb,positif
"Menurut saya dari segi grafik sudah bagus tetapi dari segi tim tidak seimbang,dan juga masih ada beberapa bug contohnya bug ngestuck saat download management resources mohon segera diperbaiki, dan masalah jaringan yang bermasalah padahal sinyal bagus",positif
Game nya bagus,positif
bagus,positif
game bagus no toxic,positif
game nya bagus,positif
Mantap,positif
Seru bagu,positif
Game nya kebanyakan dark sistem tapi bikinin skin legend gratis tanpa misi ya moonton,positif
🫰🏻🫰🏻,positif
Bgus,positif
Game nya sangat seru dan keren,positif
Game yang sangat baik,positif
game ini keren,positif
Gem nya bagus,positif
Ok lh dark sistem nya menantang,positif
game sangat ramah:',positif
Mantap gamenya gratis skin bagus juga,positif
Game bagusss,positif
Game yang sangat mudah🤓,positif
"GAME TAEKKK, MOONTON GJ KALAU NGASIH TIM ITU YANG ADIL LAH SATTT, MASA GUA DIKASIH TIM YANG STAK DI EPIC MUSUHNYA DIKASIH YANG UDAH GLORY SEMUA TAEKKK, MOONTON TAEKKKKKKKKKK",negatif
game yang sangat bagus,positif
Game nya lumayan bagus,negatif
Terbaik lah montoon nyiptain game ini sangat keren,positif
Gacor,positif
"Sistem bobrok, sistem lucu yang nggk tau main di naikin pangkatnya yang jago di dapetin sama dark sistem terus, game terlucu",negatif
Oke,positif
Lumyan hrus nya bnyak skin gratis lagi,positif
Mangeak,positif
Game gk seru dapat drak sistem mulu anj,negatif
bagus,negatif
Bagus banget ini game,positif
Game terkeren,positif
bagus,positif
hihi,negatif
Gamenya sangat seru dan ramah,positif
cocok buat penyabar,positif
Cukup menarik,negatif
